"","Year","Area","Street","Street 2"
"4085",2012,"Coventry","Calcott House  Chace Ave.",""
"4086",2012,"Coventry","Car Park Arena Park",""
"4087",2012,"Coventry","Carmelite Rd.",""
"4088",2012,"Coventry","Chace Ave.",""
"4089",2012,"Coventry","Clay Ln.",""
"4090",2012,"Coventry","Concourse Sky Dome",""
"4091",2012,"Coventry","Corporation Str.",""
"4092",2012,"Coventry","Corporation Str.",""
"4093",2012,"Coventry","Corporation Str.",""
"4094",2012,"Coventry","Corporation Str.",""
"4095",2012,"Coventry","Coundon Wedge Drive Coventry",""
"4096",2012,"Coventry","Coventry Central Police Str.",""
"4097",2012,"Coventry","Coventry Central Police Str.",""
"4098",2012,"Coventry","Coventry Oak Ph",""
"4099",2012,"Coventry","Cox Str.",""
"4100",2012,"Coventry","Croft Rd.",""
"4101",2012,"Coventry","Croft Rd.",""
"4102",2012,"Coventry","Croft Rd.",""
"4103",2012,"Coventry","Cross Cheaping",""
"4104",2012,"Coventry","Cvfo",""
"4105",2012,"Coventry","Cvfo",""
"4106",2012,"Coventry","Cvfo",""
"4107",2012,"Coventry","Cvfo",""
"4108",2012,"Coventry","Denham Ave.",""
"4109",2012,"Coventry","Earlsdon Str.",""
"4110",2012,"Coventry","Elliman Gardens",""
"4111",2012,"Coventry","Ellys Rd.",""
"4112",2012,"Coventry","Far Gosford Str.",""
"4113",2012,"Coventry","Far Gosford Str.",""
"4114",2012,"Coventry","Flying Str.",""
"4115",2012,"Coventry","Flying Str.",""
"4116",2012,"Coventry","Foleshill Rd",""
"4117",2012,"Coventry","Foleshill Rd.",""
"4118",2012,"Coventry","Foleshill Rd.",""
"4119",2012,"Coventry","Foleshill Rd.",""
"4120",2012,"Coventry","Front Office",""
"4121",2012,"Coventry","Front Office",""
"4122",2012,"Coventry","Front Office Car Park  Little Park Str.",""
"4123",2012,"Coventry","Front Office  Little Park Str.",""
"4124",2012,"Coventry","Gosford Str.",""
"4125",2012,"Coventry","Gosford Str.",""
"4126",2012,"Coventry","Gosford Str.",""
"4127",2012,"Coventry","Grangemouth Rd.",""
"4128",2012,"Coventry","Hale Str.",""
"4129",2012,"Coventry","Hale Str.",""
"4130",2012,"Coventry","Hales Str.",""
"4131",2012,"Coventry","Hales Str.",""
"4132",2012,"Coventry","Hampton Rd.",""
"4133",2012,"Coventry","Harnall Ln.",""
"4134",2012,"Coventry","Harnell Ln.",""
"4135",2012,"Coventry","Harnell Ln.",""
"4136",2012,"Coventry","Harper Rd.",""
"4137",2012,"Coventry","Harper Rd.",""
"4138",2012,"Coventry","Heath Rd.",""
"4139",2012,"Coventry","Hersal Common",""
"4140",2012,"Coventry","Hertford Str.",""
"4141",2012,"Coventry","Hollybush Ph",""
"4142",2012,"Coventry","Hollybush Ph",""
"4143",2012,"Coventry","Holyhead Rd.",""
"4144",2012,"Coventry","Homer Rd.",""
"4145",2012,"Coventry","Jardine Crescent",""
"4146",2012,"Coventry","Jordan Well",""
"4147",2012,"Coventry","Jtn 5 Coventry Ring Rd.",""
"4148",2012,"Coventry","Jubilee Crescent",""
"4149",2012,"Coventry","Kasbah",""
"4150",2012,"Coventry","Kasbah Night Club  Coventry",""
"4151",2012,"Coventry","Kenilworth Rd  Coventry ",""
"4152",2012,"Coventry","King William Str.",""
"4153",2012,"Coventry","Little Park Str.",""
"4154",2012,"Coventry","Little Park Str.",""
"4155",2012,"Coventry","Little Park Str.",""
"4156",2012,"Coventry","Little Park Str.",""
"4157",2012,"Coventry","Little Park Str.",""
"4158",2012,"Coventry","Little Park Str.",""
"4159",2012,"Coventry","Little Park Str.",""
"4160",2012,"Coventry","Longford",""
"4161",2012,"Coventry","Longford Rd.",""
"4162",2012,"Coventry","Lower Ford Str.",""
"4163",2012,"Coventry","Lower Ford Str.",""
"4164",2012,"Coventry","Lower Holyhead Rd.",""
"4165",2012,"Coventry","Lyndale Rd.",""
"4166",2012,"Coventry","Ma Front Office",""
"4167",2012,"Coventry","Mafo",""
"4168",2012,"Coventry","Mafo",""
"4169",2012,"Coventry","Market Way   Coventry ",""
"4170",2012,"Coventry","Marlcroft",""
"4171",2012,"Coventry","Masser Rd.",""
"4172",2012,"Coventry","Masser Rd.",""
"4173",2012,"Coventry","Masser Rd.",""
"4174",2012,"Coventry","Masser Rd.",""
"4175",2012,"Coventry","Masser Rd.",""
"4176",2012,"Coventry","Mb Front Office",""
"4177",2012,"Coventry","Mcfo",""
"4178",2012,"Coventry","Meadow Str.",""
"4179",2012,"Coventry","Middlemarch Rd.",""
"4180",2012,"Coventry","Middlemarch Rd.",""
"4181",2012,"Coventry","Mile Ln.",""
"4182",2012,"Coventry","Mile Ln.",""
"4183",2012,"Coventry","Millennium Place",""
"4184",2012,"Coventry","Moore Str.",""
"4185",2012,"Coventry","Murray Rd.",""
"4186",2012,"Coventry","New Union Str.",""
"4187",2012,"Coventry","New Union Str.",""
"4188",2012,"Coventry","New Union Str.",""
"4189",2012,"Coventry","Outside Cvfo",""
"4190",2012,"Coventry","Oxford Str.",""
"4191",2012,"Coventry","Penny Park Ln.",""
"4192",2012,"Coventry","Pensilva Close  Hillfields",""
"4193",2012,"Coventry","Pool Meadow Bus Str.",""
"4194",2012,"Coventry","Pool Meadow Bus Str.",""
"4195",2012,"Coventry","Pool Meadow Bus Str.",""
"4196",2012,"Coventry","Pool Meadow Bus Str.",""
"4197",2012,"Coventry","Pool Meadow Bus Str.",""
"4198",2012,"Coventry","Pool Meadow Police Str.",""
"4199",2012,"Coventry","Primrose Hill Str.",""
"4200",2012,"Coventry","Primrose Hill Str.",""
"4201",2012,"Coventry","Primrose Hill Str.",""
"4202",2012,"Coventry","Primrose Hill Str.",""
"4203",2012,"Coventry","Priory Hall",""
"4204",2012,"Coventry","Quarry Wood Grove",""
"4205",2012,"Coventry","Quinton Rd.",""
"4206",2012,"Coventry","Raglan Str.",""
"4207",2012,"Coventry","Ramada Hotel",""
"4208",2012,"Coventry","Rear Of Clique  Hale Str.",""
"4209",2012,"Coventry","Rear Yard  Coventry Central Police Str.",""
"4210",2012,"Coventry","Ricoh Arena",""
"4211",2012,"Coventry","Ricoh Arena",""
"4212",2012,"Coventry","Riley Square",""
"4213",2012,"Coventry","Ringway Queens",""
"4214",2012,"Coventry","Rd.",""
"4215",2012,"Coventry","Samuel Vale House  Str.",""
"4216",2012,"Coventry","Samuel Vale House  Str.",""
"4217",2012,"Coventry","Sewall Highway",""
"4218",2012,"Coventry","Sewell Highway",""
"4219",2012,"Coventry","Sky Dome",""
"4220",2012,"Coventry","Sky Dome",""
"4221",2012,"Coventry","Sky Dome",""
"4222",2012,"Coventry","Sky Dome",""
"4223",2012,"Coventry","Sky Dome",""
"4224",2012,"Coventry","Sky Dome",""
"4225",2012,"Coventry","Sky Dome  Coventry",""
"4226",2012,"Coventry","Skydome",""
"4227",2012,"Coventry","Skydome",""
"4228",2012,"Coventry","Skydome",""
"4229",2012,"Coventry","Skydome Carpark",""
"4230",2012,"Coventry","Skydome Carpark",""
"4231",2012,"Coventry","Skydome Carpark",""
"4232",2012,"Coventry","Skydome Complex",""
"4233",2012,"Coventry","Skydome Complex",""
"4234",2012,"Coventry","Skydome Complex",""
"4235",2012,"Coventry","Skydome Complex",""
"4236",2012,"Coventry","Skydome Concourse",""
"4237",2012,"Coventry","Skydome Concourse",""
"4238",2012,"Coventry","Skydome Concourse",""
"4239",2012,"Coventry","Skydome Concourse",""
"4240",2012,"Coventry","Skydome Concourse",""
"4241",2012,"Coventry","Skydome Concourse",""
"4242",2012,"Coventry","Skydome Concourse",""
"4243",2012,"Coventry","Skydome Concourse  Coventry ",""
"4244",2012,"Coventry","Skydome Concourse  Coventry ",""
"4245",2012,"Coventry","Skydome Concourse  Coventry City Centre",""
"4246",2012,"Coventry","Skydome Concourse  Coventry ",""
"4247",2012,"Coventry","Skydome Concourse ",""
"4248",2012,"Coventry","Skydome Coventry",""
"4249",2012,"Coventry","Somerset Rd.",""
"4250",2012,"Coventry","Spon Str.",""
"4251",2012,"Coventry","Spon Str.",""
"4252",2012,"Coventry","Spon Str.",""
"4253",2012,"Coventry","Spon Str.",""
"4254",2012,"Coventry","Spon Str.",""
"4255",2012,"Coventry","Spon Str.",""
"4256",2012,"Coventry","Spon Str.",""
"4257",2012,"Coventry","Spon Str.",""
"4258",2012,"Coventry","Spon Str.",""
"4259",2012,"Coventry","Spon Str.",""
"4260",2012,"Coventry","Str.",""
"4261",2012,"Coventry","Str.",""
"4262",2012,"Coventry","Str.",""
"4263",2012,"Coventry","Str.",""
"4264",2012,"Coventry","Str.",""
"4265",2012,"Coventry","Str.",""
"4266",2012,"Coventry","Str.",""
"4267",2012,"Coventry","Str.",""
"4268",2012,"Coventry","Str.",""
"4269",2012,"Coventry","Str.",""
"4270",2012,"Coventry","Str.",""
"4271",2012,"Coventry","Tamworth Rd.",""
"4272",2012,"Coventry","Tanyard Close  Tanyard Farm  Coventry ",""
"4273",2012,"Coventry","Tarquin Close",""
"4274",2012,"Coventry","Taxi Rank Train Str.",""
"4275",2012,"Coventry","The Burges",""
"4276",2012,"Coventry","The Burgess",""
"4277",2012,"Coventry","The Burgess",""
"4278",2012,"Coventry","The Butts",""
"4279",2012,"Coventry","The Castle Pub  Little Park Str.",""
"4280",2012,"Coventry","The Chesils",""
"4281",2012,"Coventry","The Flying Str.",""
"4282",2012,"Coventry","The Grapes Ph O S",""
"4283",2012,"Coventry","Trafalgar  House",""
"4284",2012,"Coventry","Trinity Str.",""
"4285",2012,"Coventry","Trinity Str.",""
"4286",2012,"Coventry","Trinity Str.",""
"4287",2012,"Coventry","Trinity Str.",""
"4288",2012,"Coventry","Uhcw",""
"4289",2012,"Coventry","University Hospital",""
"4290",2012,"Coventry","University Hospital Coventry",""
"4291",2012,"Coventry","Unniversity Hospital  Coventry",""
"4292",2012,"Coventry","Upper Spon Str.",""
"4293",2012,"Coventry","Victoria Str.",""
"4294",2012,"Coventry","Wallace Rd",""
"4295",2012,"Coventry","Walsgrave Hospital ",""
"4296",2012,"Coventry","Walsgrave Rd",""
"4297",2012,"Coventry","Walsgrave Rd.",""
"4298",2012,"Coventry","Warwick Rd",""
"4299",2012,"Coventry","Warwick Rd.",""
"4300",2012,"Coventry","West Ave.",""
"4301",2012,"Coventry","Willenhall Ln.",""
"4302",2012,"Coventry","Willenhall Ln.",""
"4303",2012,"Coventry","Windsor Str.",""
"4304",2012,"Coventry","Windsor Str.",""
"4305",2012,"Coventry","Winsor Str.",""
"4306",2012,"Coventry","Woodway Ln.",""
"4307",2012,"Coventry","Wyken Croft",""
"4308",2012,"Coventry","Yardley Str.",""
"4309",2012,"Dudley","Hagley Rd.",""
"4310",2012,"Dudley","Bachelor Close",""
"4311",2012,"Dudley","Bearwood Rd.",""
"4312",2012,"Dudley","Bell Str.",""
"4313",2012,"Dudley","Bhan Rd.",""
"4314",2012,"Dudley","Bhps Front Office",""
"4315",2012,"Dudley","Birmingham New Rd.",""
"4316",2012,"Dudley","Birmingham Str.",""
"4317",2012,"Dudley","Birmingham Str.",""
"4318",2012,"Dudley","Bridfgnorth Rd.",""
"4319",2012,"Dudley","Brierley Hill High Str.",""
"4320",2012,"Dudley","Bus Str.",""
"4321",2012,"Dudley","Bus Str.",""
"4322",2012,"Dudley","Castle Hill  Dudley",""
"4323",2012,"Dudley","Castle Hill  Dudley",""
"4324",2012,"Dudley","Charles Ave.",""
"4325",2012,"Dudley","Church Str.",""
"4326",2012,"Dudley","Church Str.",""
"4327",2012,"Dudley","Cinder Bank Dudley",""
"4328",2012,"Dudley","Clifton Ph Sedgley",""
"4329",2012,"Dudley","Clydesdale Tower",""
"4330",2012,"Dudley","Cobden Str.",""
"4331",2012,"Dudley","Corbett Crescent Str.",""
"4332",2012,"Dudley","Coventry Str.",""
"4333",2012,"Dudley","Delph Rd  B Hill",""
"4334",2012,"Dudley","Dingle Rd.",""
"4335",2012,"Dudley","Dudley Bus Str.",""
"4336",2012,"Dudley","Dudley High Str.",""
"4337",2012,"Dudley","Dudley Police Str.",""
"4338",2012,"Dudley","Envill Str.",""
"4339",2012,"Dudley","Enville Str.",""
"4340",2012,"Dudley","Front Office Brierley Hill Police Str.",""
"4341",2012,"Dudley","Gaimage Str.",""
"4342",2012,"Dudley","Hagley Rd.",""
"4343",2012,"Dudley","Hagley Rd.",""
"4344",2012,"Dudley","Halesowen Bus Str.",""
"4345",2012,"Dudley","Halesowen Bus Str.",""
"4346",2012,"Dudley","Halesowen Police Str.",""
"4347",2012,"Dudley","Hall Str.",""
"4348",2012,"Dudley","Harvester  Hagley Rd.",""
"4349",2012,"Dudley","High  Str.",""
"4350",2012,"Dudley","High Str.",""
"4351",2012,"Dudley","High Str.",""
"4352",2012,"Dudley","High Str.",""
"4353",2012,"Dudley","High Str.",""
"4354",2012,"Dudley","High Str.",""
"4355",2012,"Dudley","High Str.",""
"4356",2012,"Dudley","High Str.",""
"4357",2012,"Dudley","High Str.",""
"4358",2012,"Dudley","High Str.",""
"4359",2012,"Dudley","High Str.",""
"4360",2012,"Dudley","High Str.",""
"4361",2012,"Dudley","High Str.",""
"4362",2012,"Dudley","High Str.",""
"4363",2012,"Dudley","High Str.",""
"4364",2012,"Dudley","High Str.",""
"4365",2012,"Dudley","High Str.",""
"4366",2012,"Dudley","High Str.",""
"4367",2012,"Dudley","High Str.",""
"4368",2012,"Dudley","High Str.",""
"4369",2012,"Dudley","High Str.",""
"4370",2012,"Dudley","High Str.",""
"4371",2012,"Dudley","High Str.",""
"4372",2012,"Dudley","High Str.",""
"4373",2012,"Dudley","High Str.",""
"4374",2012,"Dudley","High Str.",""
"4375",2012,"Dudley","High Str.",""
"4376",2012,"Dudley","High Str.",""
"4377",2012,"Dudley","High Str.",""
"4378",2012,"Dudley","High Str.",""
"4379",2012,"Dudley","High Str.",""
"4380",2012,"Dudley","High Str.",""
"4381",2012,"Dudley","High Str.",""
"4382",2012,"Dudley","High Str.",""
"4383",2012,"Dudley","High Str.",""
"4384",2012,"Dudley","High Str.",""
"4385",2012,"Dudley","High Str.",""
"4386",2012,"Dudley","High Str.",""
"4387",2012,"Dudley","Highland Rd.",""
"4388",2012,"Dudley","Hill Str.",""
"4389",2012,"Dudley","Hillside Rd",""
"4390",2012,"Dudley","Home Address",""
"4391",2012,"Dudley","Level Str.",""
"4392",2012,"Dudley","Lye High Str.",""
"4393",2012,"Dudley","Malvern Crescent",""
"4394",2012,"Dudley","Market Str.",""
"4395",2012,"Dudley","Merry Hill",""
"4396",2012,"Dudley","New Str.",""
"4397",2012,"Dudley","New Str.",""
"4398",2012,"Dudley","New Str.",""
"4399",2012,"Dudley","New Str.",""
"4400",2012,"Dudley","North Str.",""
"4401",2012,"Dudley","Norton Rd.",""
"4402",2012,"Dudley","Oakfield Rd.",""
"4403",2012,"Dudley","Os Bhps",""
"4404",2012,"Dudley","Overend Rd",""
"4405",2012,"Dudley","Park Rd.",""
"4406",2012,"Dudley","Pedmore Rd.",""
"4407",2012,"Dudley","Quarry Bank High Str.",""
"4408",2012,"Dudley","Queens Way Halesowen",""
"4409",2012,"Dudley","Springfield Rd  Blackheath",""
"4410",2012,"Dudley","Str.",""
"4411",2012,"Dudley","Str.",""
"4412",2012,"Dudley","Str.",""
"4413",2012,"Dudley","Str.",""
"4414",2012,"Dudley","Str.",""
"4415",2012,"Dudley","Str.",""
"4416",2012,"Dudley","Str.",""
"4417",2012,"Dudley","Str.",""
"4418",2012,"Dudley","Sunderland Drive Amblecote",""
"4419",2012,"Dudley","Sunderland Drive Amblecote",""
"4420",2012,"Dudley","Sunderland Drive Amblecote",""
"4421",2012,"Dudley","Sunderland Drive Amblecote",""
"4422",2012,"Dudley","The Forge  Cradley Heath",""
"4423",2012,"Dudley","Tower Str.",""
"4424",2012,"Dudley","Tower Str.",""
"4425",2012,"Dudley","Trident Centre  Dudley",""
"4426",2012,"Dudley","Wolverhampton Str.",""
"4427",2012,"Dudley","Worcester Str.",""
"4428",2012,"Dudley","Worcester Str.",""
"4429",2012,"Dudley","Worcester Str.",""
"4430",2012,"Dudley","Worcester Str.",""
"4431",2012,"Dudley","Worcester Str.",""
"4432",2012,"Solihull","Anchor Ln.",""
"4433",2012,"Solihull","Apres Solihull Town Centre",""
"4434",2012,"Solihull","Aspen Dr Cwtc",""
"4435",2012,"Solihull","Bham International",""
"4436",2012,"Solihull","Bham International",""
"4437",2012,"Solihull","Bhx",""
"4438",2012,"Solihull","Bhx",""
"4439",2012,"Solihull","Bhx",""
"4440",2012,"Solihull","Bhx       Terminal 1",""
"4441",2012,"Solihull","Birch Croft",""
"4442",2012,"Solihull","Birmingham Airport",""
"4443",2012,"Solihull","Birmingham International  Airport",""
"4444",2012,"Solihull","Blossomfield Rd.",""
"4445",2012,"Solihull","Boldmere Gate",""
"4446",2012,"Solihull","Bosworth Drive",""
"4447",2012,"Solihull","Bp Warwick Rd Olton",""
"4448",2012,"Solihull","Bradford Rd.",""
"4449",2012,"Solihull","Burges",""
"4450",2012,"Solihull","Burges",""
"4451",2012,"Solihull","Campden Green",""
"4452",2012,"Solihull","Chapelhouse Rd",""
"4453",2012,"Solihull","Chester Rd",""
"4454",2012,"Solihull","Chester Rd",""
"4455",2012,"Solihull","Chester Rd",""
"4456",2012,"Solihull","Chester Rd.",""
"4457",2012,"Solihull","Chester Rd.",""
"4458",2012,"Solihull","Churchill Rd.",""
"4459",2012,"Solihull","Clopton Crescent",""
"4460",2012,"Solihull","Clopton Crescent",""
"4461",2012,"Solihull","Cooks Ln.",""
"4462",2012,"Solihull","Drury Ln.",""
"4463",2012,"Solihull","Drury Ln.",""
"4464",2012,"Solihull","Farthings Ph   Green Ln.",""
"4465",2012,"Solihull","Forth Drive  Chelmsley Wood",""
"4466",2012,"Solihull","Glebe Rd.",""
"4467",2012,"Solihull","Green Ln.",""
"4468",2012,"Solihull","Greville Pub  Solihull  Birmingham",""
"4469",2012,"Solihull","Harvester Pub Solihull",""
"4470",2012,"Solihull","Heaton Rd Solihull",""
"4471",2012,"Solihull","Helmsford Drive",""
"4472",2012,"Solihull","Helmswood Drive",""
"4473",2012,"Solihull","High Str.",""
"4474",2012,"Solihull","High Str.",""
"4475",2012,"Solihull","High Str.",""
"4476",2012,"Solihull","High Str.",""
"4477",2012,"Solihull","High Str.",""
"4478",2012,"Solihull","High Str.",""
"4479",2012,"Solihull","High Str.",""
"4480",2012,"Solihull","High Str.",""
"4481",2012,"Solihull","High Str.",""
"4482",2012,"Solihull","High Str.",""
"4483",2012,"Solihull","High Str.",""
"4484",2012,"Solihull","High Str.",""
"4485",2012,"Solihull","High Str.",""
"4486",2012,"Solihull","High Str.",""
"4487",2012,"Solihull","High Str.",""
"4488",2012,"Solihull","High Str.",""
"4489",2012,"Solihull","High Str.",""
"4490",2012,"Solihull","High Str.",""
"4491",2012,"Solihull","High Str.",""
"4492",2012,"Solihull","Homer Rd.",""
"4493",2012,"Solihull","Homer Rd.",""
"4494",2012,"Solihull","Homer Rd.",""
"4495",2012,"Solihull","Hurst Ln.",""
"4496",2012,"Solihull","Kilcote Rd.",""
"4497",2012,"Solihull","Knowle Park",""
"4498",2012,"Solihull","Lode Ln.",""
"4499",2012,"Solihull","London Rd.",""
"4500",2012,"Solihull","M42",""
"4501",2012,"Solihull","Mc Donalds High Str.",""
"4502",2012,"Solihull","Mell Square",""
"4503",2012,"Solihull","Mortons  Dickens Heath  Solihull",""
"4504",2012,"Solihull","Nec",""
"4505",2012,"Solihull","O S Bangor House  Forth Drive  Chelmsley Wood",""
"4506",2012,"Solihull","O S Hoggs Head Ph  Poplar Rd.",""
"4507",2012,"Solihull","O S Hoggs Head Poplar Way Solihull",""
"4508",2012,"Solihull","O S Kings High Str.",""
"4509",2012,"Solihull","O S Kings  Solihull",""
"4510",2012,"Solihull","O S Ln.",""
"4511",2012,"Solihull","O S Touchwood Centre Poplar Rd.",""
"4512",2012,"Solihull","Olton Railway Str.",""
"4513",2012,"Solihull","Olton Tavern",""
"4514",2012,"Solihull","Os Assembly Rd.",""
"4515",2012,"Solihull","Os Masons Ph  High Str.",""
"4516",2012,"Solihull","Os Solihull Hospital",""
"4517",2012,"Solihull","Os Solihull Hospital",""
"4518",2012,"Solihull","Os Solihull Hospital",""
"4519",2012,"Solihull","Outside The Waterside Bar",""
"4520",2012,"Solihull","Pine Square Chelsmley Wood",""
"4521",2012,"Solihull","Plume Of Feathers Public House  Str.",""
"4522",2012,"Solihull","Poplar Ave.",""
"4523",2012,"Solihull","Poplar Rd",""
"4524",2012,"Solihull","Poplar Rd Solihull",""
"4525",2012,"Solihull","Poplar Rd Solihull Town Cebtre",""
"4526",2012,"Solihull","Poplar Rd Solihull Town Centre",""
"4527",2012,"Solihull","Poplar Rd Town Centre Solihull",""
"4528",2012,"Solihull","Poplar Rd  Solihull",""
"4529",2012,"Solihull","Poplar Rd.",""
"4530",2012,"Solihull","Poplar Rd.",""
"4531",2012,"Solihull","Poplar Rd.",""
"4532",2012,"Solihull","Poplar Rd.",""
"4533",2012,"Solihull","Poplar Rd.",""
"4534",2012,"Solihull","Poplar Rd.",""
"4535",2012,"Solihull","Poplar Rd.",""
"4536",2012,"Solihull","Poplar Rd.",""
"4537",2012,"Solihull","Poplar Rd.",""
"4538",2012,"Solihull","Poplar Rd.",""
"4539",2012,"Solihull","Poplar Rd.",""
"4540",2012,"Solihull","Poplar Rd.",""
"4541",2012,"Solihull","Poplar Rd.",""
"4542",2012,"Solihull","Poplar Way ",""
"4543",2012,"Solihull","Ppoplar Rd.",""
"4544",2012,"Solihull","Premier Inn  Str.",""
"4545",2012,"Solihull","Radlow Crescent  Marston Green",""
"4546",2012,"Solihull","Ramada Hotel",""
"4547",2012,"Solihull","Rd.",""
"4548",2012,"Solihull","Rd.",""
"4549",2012,"Solihull","Saddlers Arms",""
"4550",2012,"Solihull","Shirral Grove",""
"4551",2012,"Solihull","Solihull High Str.",""
"4552",2012,"Solihull","Solihull High Str.",""
"4553",2012,"Solihull","Solihull Town Centre",""
"4554",2012,"Solihull","Solihull Town Centre",""
"4555",2012,"Solihull","Solihull Town Centre",""
"4556",2012,"Solihull","Solihull Town Centre",""
"4557",2012,"Solihull","Str.",""
"4558",2012,"Solihull","Str.",""
"4559",2012,"Solihull","Str.",""
"4560",2012,"Solihull","Str.",""
"4561",2012,"Solihull","Str.",""
"4562",2012,"Solihull","Str.",""
"4563",2012,"Solihull","Str.",""
"4564",2012,"Solihull","The Bear At Berkswell",""
"4565",2012,"Solihull","The Cresent Solihull",""
"4566",2012,"Solihull","The Radleys",""
"4567",2012,"Solihull","Three Horseshoes  Sheldon",""
"4568",2012,"Solihull","Touchwood Centre",""
"4569",2012,"Solihull","Warwick Rd.",""
"4570",2012,"Solihull","Warwick Rd.",""
"4571",2012,"Solihull","Warwick Rd.",""
"4572",2012,"Solihull","Widney Ln.",""
"4573",2012,"Sandwell","Abraham Darby Public House",""
"4574",2012,"Sandwell","All Saints Way  West Bromwich",""
"4575",2012,"Sandwell","Arcadian       Birmingham",""
"4576",2012,"Sandwell","Arcadian       Birmingham",""
"4577",2012,"Sandwell","Asda Great Bridge",""
"4578",2012,"Sandwell","Bearwood High Str.",""
"4579",2012,"Sandwell","Bearwood High Str.",""
"4580",2012,"Sandwell","Bearwood High Str.",""
"4581",2012,"Sandwell","Bearwood Rd",""
"4582",2012,"Sandwell","Bearwood Rd.",""
"4583",2012,"Sandwell","Bearwood Rd.",""
"4584",2012,"Sandwell","Bet Fred  Duchess Park  West Bromwich",""
"4585",2012,"Sandwell","Betfred  West Bromwich",""
"4586",2012,"Sandwell","Bham Str.",""
"4587",2012,"Sandwell","Birch Rd.",""
"4588",2012,"Sandwell","Blackheath Housing Office",""
"4589",2012,"Sandwell","Bourne Ave.",""
"4590",2012,"Sandwell","Bridge Str.",""
"4591",2012,"Sandwell","Bridgnorth Rd",""
"4592",2012,"Sandwell","Brook Str.",""
"4593",2012,"Sandwell","Burntree",""
"4594",2012,"Sandwell","Cape Hill",""
"4595",2012,"Sandwell","Carters Green  West Bromwich",""
"4596",2012,"Sandwell","Carters Green  West Bromwich",""
"4597",2012,"Sandwell","Carters Green  West Bromwich",""
"4598",2012,"Sandwell","Causeway Rd.",""
"4599",2012,"Sandwell","Chapel Str.",""
"4600",2012,"Sandwell","Chip Shop  Great Bridge Tipton",""
"4601",2012,"Sandwell","Church Str.",""
"4602",2012,"Sandwell","Church Str.",""
"4603",2012,"Sandwell","Church Str.",""
"4604",2012,"Sandwell","Clairmint Rd.",""
"4605",2012,"Sandwell","Claremont Rd.",""
"4606",2012,"Sandwell","Clifford Rd.",""
"4607",2012,"Sandwell","Collins Str.",""
"4608",2012,"Sandwell","Collins Str.",""
"4609",2012,"Sandwell","Cumberland Rd.",""
"4610",2012,"Sandwell","Delville Terrace",""
"4611",2012,"Sandwell","Desi Marsla West Bromwich",""
"4612",2012,"Sandwell","Dilshad Restaurant Oldbury Rd.",""
"4613",2012,"Sandwell","Dudley Rd.",""
"4614",2012,"Sandwell","Dudley Rd.",""
"4615",2012,"Sandwell","Dudley Rd.",""
"4616",2012,"Sandwell","Edward Str.",""
"4617",2012,"Sandwell","Elm Tree Way  Cradley Heath",""
"4618",2012,"Sandwell","Forge Ln.",""
"4619",2012,"Sandwell","Front Office Smethwick",""
"4620",2012,"Sandwell","Grange Rd.",""
"4621",2012,"Sandwell","Gregory Ave.",""
"4622",2012,"Sandwell","H A",""
"4623",2012,"Sandwell","Habberly Rd.",""
"4624",2012,"Sandwell","Hagley Rd.",""
"4625",2012,"Sandwell","Haig Str.",""
"4626",2012,"Sandwell","Halesowen Rd.",""
"4627",2012,"Sandwell","Hannover Rd.",""
"4628",2012,"Sandwell","Hanover Rd.",""
"4629",2012,"Sandwell","Harborne Str.",""
"4630",2012,"Sandwell","Harborne Str.",""
"4631",2012,"Sandwell","Hargate Arms Public House",""
"4632",2012,"Sandwell","Hasbury Ph  Halesowen",""
"4633",2012,"Sandwell","Hasbury Ph  Halesowen",""
"4634",2012,"Sandwell","Hasbury Ph  Halesowen",""
"4635",2012,"Sandwell","Henderson Way",""
"4636",2012,"Sandwell","Hermit Str.",""
"4637",2012,"Sandwell","High Str.",""
"4638",2012,"Sandwell","High Str.",""
"4639",2012,"Sandwell","High Str.",""
"4640",2012,"Sandwell","High Str.",""
"4641",2012,"Sandwell","High Str.",""
"4642",2012,"Sandwell","High Str.",""
"4643",2012,"Sandwell","High Str.",""
"4644",2012,"Sandwell","High Str.",""
"4645",2012,"Sandwell","High Str.",""
"4646",2012,"Sandwell","High Str.",""
"4647",2012,"Sandwell","High Str.",""
"4648",2012,"Sandwell","High Str.",""
"4649",2012,"Sandwell","High Str.",""
"4650",2012,"Sandwell","High Str.",""
"4651",2012,"Sandwell","High Str.",""
"4652",2012,"Sandwell","High Str.",""
"4653",2012,"Sandwell","High Str.",""
"4654",2012,"Sandwell","Hill Top  West Bromwich",""
"4655",2012,"Sandwell","Holiday Inn Oldbury",""
"4656",2012,"Sandwell","Holiday Inn Oldbury",""
"4657",2012,"Sandwell","Holly Ln.",""
"4658",2012,"Sandwell","Horseley Heath",""
"4659",2012,"Sandwell","Horsley Heath Rd.",""
"4660",2012,"Sandwell","Johnson Rd.",""
"4661",2012,"Sandwell","King Str.",""
"4662",2012,"Sandwell","Knights Quest Blackheath",""
"4663",2012,"Sandwell","Ln.",""
"4664",2012,"Sandwell","Littleton Str.",""
"4665",2012,"Sandwell","Londonderry Ln.",""
"4666",2012,"Sandwell","Londonderry Rd",""
"4667",2012,"Sandwell","Long Ln.",""
"4668",2012,"Sandwell","Mallen Str.",""
"4669",2012,"Sandwell","Market Place  Dudley",""
"4670",2012,"Sandwell","Mcdonalds Great Bridge",""
